strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
MF801389	zika	MF801389	2016-05-10	North America	Honduras	Roatan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801389	?	?	?
MF801403	zika	MF801403	2016-05-25	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801403	?	?	?
MG770186	zika	MG770186	2017-03-03	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG770186	?	?	?
MG982573	zika	MG982573	2014-04-29	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG982573	?	?	?
MH061898	zika	MH061898	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061898	?	?	?
MH157214	zika	MH157214	2016-06-24	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157214	?	?	?
MH252919	zika	MH252919	2017-05-XX	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH252919	?	?	?
MH675629	zika	MH675629	2016-08-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675629	?	?	?
MH718911	zika	MH718911	2015-05-25	Asia	Russian Federation	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH718911	?	?	?
MK028541	zika	MK028541	2016-12-28	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028541	?	?	?
MK216726	zika	MK216726	2016-01-25	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216726	?	?	?
MK271806	zika	MK271806	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271806	?	?	?
MK829152	zika	MK829152	2017-05-25	Africa	Angola	 Caxito	 Caxito	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK829152	?	?	?
MN190155	zika	MN190155	2019-07-02	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN190155	?	?	?
MN755622	zika	MN755622	2015-XX-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN755622	?	?	?
MN938895	zika	MN938895	2015-08-07	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938895	?	?	?
MW143021	zika	MW143021	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW143021	?	?	?
MZ686204	zika	MZ686204	2021-07-20	Asia	India	 Kerala	 Kerala	ENA	genome	Sonia T	https://www.ebi.ac.uk/ena/browser/view/MZ686204	?	?	?
OF036254	zika	OF036254	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OF036254	?	?	?
OK054423	zika	OK054423	2016-07-23	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054423	?	?	?
OK054426	zika	OK054426	2016-09-30	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054426	?	?	?
OK054464	zika	OK054464	2016-08-15	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054464	?	?	?
OK054484	zika	OK054484	2016-07-31	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054484	?	?	?
OK573253	zika	OK573253	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573253	?	?	?
OL423649	zika	OL423649	2016-04-29	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423649	?	?	?
OL423652	zika	OL423652	2016-03-31	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423652	?	?	?
OL423653	zika	OL423653	2016-04-01	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423653	?	?	?
ON337478	zika	ON337478	2019-03-01	North America	Cuba	?	?	ENA	genome	Iris Valdes Prado	https://www.ebi.ac.uk/ena/browser/view/ON337478	?	?	?
ON419462	zika	ON419462	2021-07-30	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419462	?	?	?
ON419479	zika	ON419479	2021-08-05	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419479	?	?	?
ON419487	zika	ON419487	2021-08-05	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419487	?	?	?
ON586853	zika	ON586853	2016-07-11	North America	Mexico	?	?	ENA	genome	E. Munoz-Medina	https://www.ebi.ac.uk/ena/browser/view/ON586853	?	?	?
OP679003	zika	OP679003	2021-07-11	Asia	India	 Kerala	 Kerala	ENA	genome	Ajithlal PM	https://www.ebi.ac.uk/ena/browser/view/OP679003	?	?	?
OP858738	zika	OP858738	2016-09-XX	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858738	?	?	?
OP858765	zika	OP858765	2017-10-17	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858765	?	?	?
OQ180929	zika	OQ180929	1984-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OQ180929	?	?	?
AF013415	zika	AF013415	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AF013415	?	?	?
JN860885	zika	JN860885	2010-XX-XX	Asia	Cambodia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/JN860885	?	?	?
KF258813	zika	KF258813	2012-XX-XX	Asia	Indonesia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF258813	?	?	?
KF383024	zika	KF383024	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383024	?	?	?
KF383031	zika	KF383031	1969-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383031	?	?	?
KF383033	zika	KF383033	1979-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383033	?	?	?
KF383035	zika	KF383035	1963-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383035	?	?	?
KF383036	zika	KF383036	1999-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383036	?	?	?
KF383037	zika	KF383037	1996-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383037	?	?	?
KF383041	zika	KF383041	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383041	?	?	?
KF383046	zika	KF383046	1999-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383046	?	?	?
KF383048	zika	KF383048	1969-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383048	?	?	?
KF383059	zika	KF383059	2000-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383059	?	?	?
KF383061	zika	KF383061	1998-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383061	?	?	?
KF383064	zika	KF383064	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383064	?	?	?
KF383065	zika	KF383065	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383065	?	?	?
KF383068	zika	KF383068	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383068	?	?	?
KF383078	zika	KF383078	1981-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383078	?	?	?
KF383095	zika	KF383095	1998-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383095	?	?	?
KF383097	zika	KF383097	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383097	?	?	?
KF383109	zika	KF383109	1981-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383109	?	?	?
KF383110	zika	KF383110	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383110	?	?	?
KF383117	zika	KF383117	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383117	?	?	?
KJ579442	zika	KJ579442	2013-10-25	?	?	Marquesas islands	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ579442	?	?	?
KJ680135	zika	KJ680135	2014-01-03	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ680135	?	?	?
KM078930	zika	KM078930	2014-04-04	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078930	?	?	?
KM078936	zika	KM078936	2014-03-01	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078936	?	?	?
KM078945	zika	KM078945	2014-03-30	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078945	?	?	?
KM078946	zika	KM078946	2014-04-08	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078946	?	?	?
KM078958	zika	KM078958	2014-04-27	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078958	?	?	?
KM078963	zika	KM078963	2014-05-04	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078963	?	?	?
KM078967	zika	KM078967	2014-04-16	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078967	?	?	?
KU312312	zika	KU312312	2015-10-02	South America	Suriname	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU312312	?	?	?
KU321639	zika	KU321639	2015-03-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU321639	?	?	?
KU527068	zika	KU527068	2015-XX-XX	South America	Brazil	 Natal	 Natal	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU527068	?	?	?
KU720415	zika	KU720415	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU720415	?	?	?
KU758877	zika	KU758877	2015-12-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU758877	?	?	?
KX173841	zika	KX173841	2016-01-25	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX173841	?	?	?
KX262887	zika	KX262887	2016-01-06	North America	Honduras	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX262887	?	?	?
KX986760	zika	KX986760	2016-02-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX986760	?	?	?
KY120352	zika	KY120352	2016-03-22	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY120352	?	?	?
KY241719	zika	KY241719	2016-08-29	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241719	?	?	?
KY241726	zika	KY241726	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241726	?	?	?
KY325478	zika	KY325478	2016-09-26	North America	United States (USA)	Florida	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY325478	?	?	?
KY354187	zika	KY354187	2016-01-XX	South America	Brazil	 Rio de Janeiro	 Rio de Janeiro	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY354187	?	?	?
KY559003	zika	KY559003	2015-08-28	South America	Brazil	 Alagoas	 Alagoas	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559003	?	?	?
KY765303	zika	KY765303	2016-06-13	Europe	Spain	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY765303	?	?	?
KY765320	zika	KY765320	2016-05-29	North America	Nicaragua	Managua	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY765320	?	?	?
KY785409	zika	KY785409	2016-04-04	South America	Brazil	Rio de Janeiro	?	ENA	genome	Hospital Quinta D'Or, Rio de Janeiro,	https://www.ebi.ac.uk/ena/browser/view/KY785409	?	?	?
KY785427	zika	KY785427	2016-03-30	South America	Brazil	Rio de Janeiro	?	ENA	genome	Hospital Quinta D'Or, Rio de Janeiro,	https://www.ebi.ac.uk/ena/browser/view/KY785427	?	?	?
LP833786	zika	LP833786	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP833786	?	?	?
LP833854	zika	LP833854	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP833854	?	?	?
LP836870	zika	LP836870	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP836870	?	?	?
LP836872	zika	LP836872	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP836872	?	?	?
LP836931	zika	LP836931	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP836931	?	?	?
LP837287	zika	LP837287	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837287	?	?	?
LP940661	zika	LP940661	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940661	?	?	?
LP940662	zika	LP940662	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940662	?	?	?
LP940668	zika	LP940668	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940668	?	?	?
LP940728	zika	LP940728	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940728	?	?	?
LP940742	zika	LP940742	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940742	?	?	?
LP981796	zika	LP981796	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981796	?	?	?
LP981798	zika	LP981798	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981798	?	?	?
LP981799	zika	LP981799	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981799	?	?	?
LQ729866	zika	LQ729866	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729866	?	?	?
LQ729872	zika	LQ729872	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729872	?	?	?
LQ729875	zika	LQ729875	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729875	?	?	?
LQ729878	zika	LQ729878	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729878	?	?	?
LQ868270	zika	LQ868270	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868270	?	?	?
LQ868271	zika	LQ868271	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868271	?	?	?
LQ868275	zika	LQ868275	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868275	?	?	?
LQ868301	zika	LQ868301	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868301	?	?	?
LQ868303	zika	LQ868303	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868303	?	?	?
LY683290	zika	LY683290	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY683290	?	?	?
LZ221254	zika	LZ221254	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LZ221254	?	?	?
MA887905	zika	MA887905	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MA887905	?	?	?
MF048807	zika	MF048807	2016-06-05	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF048807	?	?	?
MF159531	zika	MF159531	2017-04-19	North America	United States (USA)	?	?	ENA	genome	University of Miami	https://www.ebi.ac.uk/ena/browser/view/MF159531	?	?	?
MF574569	zika	MF574569	2015-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574569	?	?	?
MF801394	zika	MF801394	2016-05-03	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801394	?	?	?
MH061909	zika	MH061909	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061909	?	?	?
MH130094	zika	MH130094	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130094	?	?	?
MH130106	zika	MH130106	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130106	?	?	?
MH130109	zika	MH130109	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130109	?	?	?
MH157203	zika	MH157203	2016-06-27	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157203	?	?	?
MH882543	zika	MH882543	2016-05-05	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882543	?	?	?
MH900227	zika	MH900227	2016-XX-XX	North America	Mexico	Morelos	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH900227	?	?	?
MK028539	zika	MK028539	2016-12-28	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028539	?	?	?
MK050090	zika	MK050090	2016-08-31	Europe	Spain	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK050090	?	?	?
MK216701	zika	MK216701	2017-04-27	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216701	?	?	?
MK216704	zika	MK216704	2016-02-19	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216704	?	?	?
MK241416	zika	MK241416	2015-11-27	Africa	Cape Verde	Fogo	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK241416	?	?	?
MK269357	zika	MK269357	2016-09-03	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK269357	?	?	?
MK271800	zika	MK271800	2016-01-22	Asia	Thailand	Udon Thani	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271800	?	?	?
MK271827	zika	MK271827	2016-09-13	Asia	Thailand	Nakhon Ratchasima	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271827	?	?	?
MK271836	zika	MK271836	2016-02-10	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271836	?	?	?
MK271840	zika	MK271840	2016-02-10	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271840	?	?	?
MK271844	zika	MK271844	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271844	?	?	?
MK271845	zika	MK271845	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271845	?	?	?
MK271848	zika	MK271848	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271848	?	?	?
MK271862	zika	MK271862	2016-10-03	Asia	Thailand	Khon Kaen	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271862	?	?	?
MK271877	zika	MK271877	2016-06-20	Asia	Thailand	Kamphaeng Phet	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271877	?	?	?
MK271878	zika	MK271878	2016-06-20	Asia	Thailand	Kamphaeng Phet	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271878	?	?	?
MK696548	zika	MK696548	2018-06-XX	Asia	China	Jiangxi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK696548	?	?	?
MN170704	zika	MN170704	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170704	?	?	?
MN170707	zika	MN170707	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170707	?	?	?
MN185326	zika	MN185326	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN185326	?	?	?
MN185331	zika	MN185331	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN185331	?	?	?
MN473451	zika	MN473451	2016-XX-XX	North America	Canada	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN473451	?	?	?
MN473454	zika	MN473454	2016-XX-XX	North America	Canada	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN473454	?	?	?
MN577544	zika	MN577544	2016-06-01	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN577544	?	?	?
MN938894	zika	MN938894	2015-08-31	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938894	?	?	?
MN938899	zika	MN938899	2015-07-21	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938899	?	?	?
MN938911	zika	MN938911	2015-08-21	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938911	?	?	?
MP780237	zika	MP780237	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MP780237	?	?	?
MT377502	zika	MT377502	2006-10-28	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT377502	?	?	?
MT439642	zika	MT439642	2016-04-06	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT439642	?	?	?
MT439646	zika	MT439646	2016-04-06	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT439646	?	?	?
MT482109	zika	MT482109	2009-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT482109	?	?	?
MW122452	zika	MW122452	2017-01-19	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122452	?	?	?
MW122455	zika	MW122455	2017-01-19	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122455	?	?	?
MW123923	zika	MW123923	2016-06-16	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW123923	?	?	?
MW143022	zika	MW143022	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW143022	?	?	?
MW389532	zika	MW389532	2015-12-XX	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW389532	?	?	?
MZ686202	zika	MZ686202	2021-07-11	Asia	India	Thiruvananthapuram	Thiruvananthapuram	ENA	genome	Philip Samuel	https://www.ebi.ac.uk/ena/browser/view/MZ686202	?	?	?
OF043936	zika	OF043936	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OF043936	?	?	?
OK054376	zika	OK054376	2016-09-06	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054376	?	?	?
OK054415	zika	OK054415	2016-08-02	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054415	?	?	?
OK054424	zika	OK054424	2016-07-25	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054424	?	?	?
OK054446	zika	OK054446	2016-08-19	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054446	?	?	?
OK054462	zika	OK054462	2016-07-27	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054462	?	?	?
OK054469	zika	OK054469	2016-07-10	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054469	?	?	?
OK573005	zika	OK573005	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573005	?	?	?
OK573249	zika	OK573249	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573249	?	?	?
OK573252	zika	OK573252	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573252	?	?	?
OK573294	zika	OK573294	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573294	?	?	?
OM831148	zika	OM831148	2017-01-XX	South America	Ecuador	 Portobelo	 Portobelo	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831148	?	?	?
OM831151	zika	OM831151	2017-03-XX	South America	Ecuador	 Huaquillas	 Huaquillas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831151	?	?	?
OP858730	zika	OP858730	2016-03-XX	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858730	?	?	?
OP858732	zika	OP858732	2016-10-20	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858732	?	?	?
OP858761	zika	OP858761	2017-10-17	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858761	?	?	?
OQ661912	zika	OQ661912	2017-08-22	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OQ661912	?	?	?
KF383016	zika	KF383016	2001-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383016	?	?	?
